medidor_iot,fecha_instalacion,fecha_desinstalacion,estado,tipo_medidor_id
77:1A:BD:F4:89:DC,2021-03-11,,Dañado,4
1F:84:6F:9C:21:9D,2022-03-17,,Operativo,4
5C:C8:5F:2A:E1:13,2022-09-10,,Operativo,3
8E:DD:C6:A1:59:D1,2018-04-13,,Mantenimiento,3
27:F2:97:76:AE:D9,2022-11-09,,Operativo,1
3F:AA:B3:A5:E3:D9,2023-09-01,,Operativo,4
35:58:97:C9:F4:67,2019-09-23,,Operativo,5
5E:5B:91:07:BD:77,2020-01-09,,Operativo,5
CF:5C:0A:FC:9E:93,2016-07-18,,Operativo,1
5C:CB:0D:B9:B3:EE,2022-04-01,,Operativo,2
8D:2C:7F:AF:9F:35,2021-06-06,,Operativo,5
18:99:05:8B:D7:2B,2015-09-08,,Operativo,1
F8:17:41:4E:AC:5F,2018-04-29,,Operativo,1
FC:68:E2:F1:B6:5C,2023-11-01,,Reacondicionado,1
69:8B:63:3D:CD:A1,2021-06-10,,Reacondicionado,4
B6:6A:3C:B5:3A:0C,2018-09-20,,Operativo,1
DF:95:7D:A0:71:81,2022-06-12,,Operativo,2
D8:76:8B:5B:5F:6E,2020-02-12,,Mantenimiento,2
76:BC:31:D7:0C:2C,2020-10-07,,Operativo,3
F4:B5:09:96:7F:14,2016-09-20,,Operativo,3
CD:01:29:43:19:7E,2020-08-27,,Dañado,4
28:6F:44:EF:E9:C2,2023-03-25,,Operativo,3
97:1C:E1:62:96:A7,2024-10-09,,Operativo,5
EC:02:04:E1:58:EE,2015-07-28,,Operativo,1
8B:75:10:A5:6E:90,2016-07-21,,Mantenimiento,2
3A:BF:5E:DD:82:4D,2018-12-23,,Operativo,2
B5:6A:16:D0:29:EC,2016-07-25,,Operativo,3
4E:60:BE:5B:54:85,2019-01-18,,Reacondicionado,1
FF:1E:6B:0F:34:9A,2020-06-28,,Operativo,1
28:F6:A0:42:99:F7,2016-12-08,,Operativo,1
15:AD:B8:CD:78:44,2017-07-22,,Operativo,5
33:B8:86:AD:5F:96,2026-03-23,,Reacondicionado,3
BE:04:CC:FF:FF:7D,2018-09-22,,Dañado,2
33:D3:B1:C1:99:C8,2022-02-18,,Operativo,5
BA:0A:58:36:4F:91,2018-04-11,,Operativo,4
A5:05:67:C0:46:72,2019-06-02,,Operativo,4
80:A1:14:A6:3E:48,2018-05-22,,Operativo,5
7F:41:EE:36:82:37,2017-01-25,,Mantenimiento,3
38:E7:AB:E9:46:43,2019-06-14,,Operativo,3
E4:5B:78:85:8E:D9,2015-09-29,,Mantenimiento,1
8D:9D:FE:66:A4:A0,2016-01-31,,Mantenimiento,5
64:E6:2A:7E:CB:E1,2024-11-23,,Mantenimiento,3
2C:1B:63:8E:BE:F0,2016-10-27,,Dañado,2
78:5E:CE:31:8A:91,2021-01-30,,Operativo,3
8C:47:C3:29:31:EF,2020-05-15,,Operativo,3
AF:80:CD:50:B4:87,2020-07-13,,Mantenimiento,5
15:A7:CF:EE:19:35,2025-12-07,,Operativo,3
20:2B:A7:98:EA:39,2016-07-03,,Reacondicionado,3
B0:7F:A2:71:20:2C,2023-05-14,,Operativo,3
9A:99:FE:6A:27:81,2022-05-03,,Mantenimiento,1
A1:9F:48:FA:2F:66,2015-12-31,,Nuevo,3
CB:40:AA:7A:20:05,2016-06-27,,Dañado,2
E4:B9:3C:61:C5:9A,2020-01-12,,Mantenimiento,2
E7:06:C6:FD:6F:1C,2016-01-31,,Dañado,3
82:2D:0A:FB:78:8F,2015-05-31,,Operativo,3
31:C8:85:30:A4:A7,2021-09-09,,Operativo,4
07:80:25:45:A7:3A,2019-11-02,,Operativo,4
98:DA:67:51:0C:01,2023-04-30,,Operativo,3
91:0A:5E:21:F4:BC,2022-05-20,,Dañado,4
7D:34:51:B1:EA:B3,2017-09-05,,Mantenimiento,2
48:E6:54:DB:75:39,2018-12-20,,Reacondicionado,3
F7:F8:F8:3B:99:6C,2015-04-06,,Nuevo,2
8B:51:3C:B8:90:85,2024-03-30,,Operativo,5
65:17:9D:0F:14:D8,2017-05-18,,Operativo,1
D2:2F:B7:71:A9:0F,2026-02-20,,Operativo,2
70:F9:E1:E2:F6:7B,2019-03-15,,Reacondicionado,1
AD:C5:E8:74:CA:B3,2017-01-16,,Dañado,3
04:4D:29:A8:49:F8,2018-06-19,,Operativo,3
57:6E:E1:E9:A6:24,2023-09-28,,Operativo,1
9D:13:32:99:E1:8A,2018-05-11,,Operativo,1
45:99:0E:15:C4:FB,2025-01-05,,Operativo,3
BC:FA:DE:B0:82:BE,2022-11-02,,Operativo,2
17:60:CA:7D:5E:98,2018-12-26,,Operativo,5
78:38:19:E4:94:43,2023-03-05,,Reacondicionado,5
C7:EE:B1:6E:55:7B,2016-11-15,,Operativo,2
54:F0:D6:74:4F:E3,2017-09-26,,Operativo,2
FF:DB:09:A1:90:C7,2024-05-30,,Operativo,3
A9:EE:8A:3D:38:23,2018-01-19,,Mantenimiento,3
57:92:90:17:11:FC,2014-07-29,,Operativo,3
66:56:86:5A:4F:30,2017-08-08,,Operativo,5
E7:F6:39:73:C4:CA,2022-03-31,,Operativo,2
1B:E4:57:38:DE:68,2023-06-28,,Reacondicionado,1
1D:AA:98:1A:22:D7,2023-03-05,,Mantenimiento,4
01:2C:23:A8:F3:A8,2018-10-06,,Mantenimiento,1
A1:27:B9:F2:43:46,2016-10-13,,Operativo,1
10:6F:4D:43:77:92,2020-03-26,,Mantenimiento,4
39:0B:BB:71:F5:43,2018-04-08,,Mantenimiento,4
A0:27:9A:71:18:B3,2019-04-23,,Reacondicionado,4
47:D6:33:4A:5B:CF,2023-04-06,,Dañado,3
7D:F1:20:41:F8:FF,2016-11-21,,Nuevo,4
55:09:92:A0:5E:6E,2025-06-15,,Operativo,1
77:2D:C3:F5:59:67,2020-04-02,,Operativo,3
70:88:3C:AD:F0:DA,2025-04-27,,Operativo,2
B5:8C:0C:ED:D6:C7,2016-10-29,,Operativo,1
52:30:75:B9:70:11,2017-10-20,,Operativo,2
3D:A0:E0:B2:42:D4,2021-06-14,,Operativo,2
F4:CD:B1:94:C3:3B,2026-01-16,,Operativo,1
C9:88:5B:DE:46:D6,2020-03-13,,Operativo,3
38:55:B3:C7:89:B1,2018-12-06,,Operativo,5
B8:C4:7B:E7:64:15,2014-11-30,,Mantenimiento,1
8C:DC:FA:E4:12:B6,2019-06-20,,Operativo,2
43:7F:AD:C7:D9:1D,2024-12-19,,Operativo,2
1B:AF:1A:B2:80:3E,2023-03-04,,Reacondicionado,5
2B:9F:55:27:19:B7,2023-10-03,,Operativo,3
BD:BC:06:FD:DF:E9,2020-04-02,,Operativo,1
F2:1C:DF:22:A0:68,2017-12-24,,Mantenimiento,1
09:C9:81:ED:FC:D7,2019-01-24,,Operativo,4
4C:CD:54:EF:4F:31,2021-10-30,,Nuevo,5
99:C9:39:2E:9D:57,2018-04-08,,Operativo,2
14:43:16:8E:8C:A6,2019-03-04,,Operativo,5
39:3C:26:1F:64:59,2016-06-08,,Mantenimiento,4
86:58:9D:1A:4F:33,2025-07-25,,Operativo,2
08:A3:FB:94:D5:63,2020-04-17,,Dañado,1
1E:E2:A6:DC:B4:74,2023-08-11,,Operativo,2
AF:BD:09:CD:80:B7,2020-04-24,,Mantenimiento,1
F9:D6:72:03:AC:73,2017-11-12,,Dañado,4
88:02:CD:8C:ED:D6,2022-02-12,,Operativo,3
2A:14:5D:89:B7:68,2024-03-25,,Reacondicionado,5
C4:C0:F5:F6:74:AE,2024-04-12,,Operativo,3
52:6C:EB:CE:87:93,2023-05-28,,Operativo,4
2D:90:C8:70:18:47,2025-12-08,,Operativo,3
2A:7F:B4:65:DC:C9,2019-03-14,,Operativo,2
9D:94:A8:0E:48:0A,2014-08-23,,Operativo,5
E8:42:29:75:D6:25,2017-05-14,,Operativo,1
62:6D:E0:56:B0:A2,2023-05-21,,Nuevo,1
E8:D7:18:47:4C:3F,2022-11-05,,Operativo,5
13:98:15:E1:2E:08,2014-08-20,,Reacondicionado,4
9E:2F:81:7C:6B:64,2015-07-04,,Operativo,5
0E:BD:47:AC:67:1C,2021-02-21,,Operativo,1
15:0D:27:BD:71:BF,2016-08-12,,Operativo,4
84:6F:E0:91:A4:8B,2023-07-26,,Operativo,5
29:15:76:82:E3:4A,2020-03-08,,Operativo,2
22:13:26:2A:E7:6E,2020-02-12,,Operativo,2
9A:7D:BE:72:74:A0,2026-05-10,,Operativo,3
9F:20:96:C8:52:BA,2016-08-01,,Operativo,5
20:A8:65:EC:E8:2C,2026-01-06,,Operativo,1
F3:5B:3E:2F:93:D8,2021-12-09,,Operativo,2
AC:42:DA:90:22:D1,2019-01-06,,Operativo,2
50:FC:D4:E5:4C:25,2017-01-09,,Operativo,1
68:B5:12:4D:26:6D,2019-07-21,,Operativo,5
26:85:D4:7A:80:70,2022-11-13,,Operativo,5
77:43:2F:A6:A7:09,2016-02-09,,Operativo,1
76:60:8C:42:C4:04,2016-12-24,,Operativo,5
4E:40:6D:91:01:CD,2020-08-06,,Operativo,3
B2:E3:5A:09:B4:2F,2024-11-26,,Operativo,3
5C:1E:79:B1:A0:F2,2017-06-27,,Mantenimiento,5
0B:67:74:AD:88:E5,2024-05-05,,Reacondicionado,5
75:7C:C7:C8:87:0C,2026-01-01,,Mantenimiento,3
28:05:37:B5:6B:C7,2015-10-24,,Operativo,4
E6:9A:09:2C:4B:E4,2024-10-11,,Reacondicionado,4
8A:80:22:77:75:FE,2018-12-07,,Operativo,5
05:A3:D4:8A:70:66,2018-07-02,,Mantenimiento,3
03:73:19:BA:83:55,2018-11-06,,Operativo,2
AA:BA:7D:E3:ED:AB,2024-01-21,,Operativo,2
51:6E:20:94:C7:A9,2023-03-11,,Reacondicionado,2
6F:78:96:E1:34:83,2014-06-01,,Operativo,2
F3:86:99:DA:04:64,2024-09-22,,Operativo,2
8F:37:3F:2F:9A:EB,2019-04-06,,Operativo,4
7F:FE:D0:30:E0:CC,2014-11-14,,Operativo,1
C0:6B:B4:76:D0:3D,2015-04-15,,Reacondicionado,1
8B:0C:6B:59:97:D7,2014-09-10,,Nuevo,1
09:C1:34:00:1B:2C,2023-02-09,,Operativo,1
E1:C8:C7:95:9E:99,2021-05-17,,Operativo,4
30:02:F7:58:E6:00,2021-09-13,,Mantenimiento,5
22:1A:B9:DD:0E:69,2025-08-10,,Mantenimiento,5
9C:4F:01:B1:D9:9A,2014-12-26,,Operativo,3
0F:4F:E5:D4:AF:87,2025-08-16,,Operativo,1
82:2B:33:C3:E1:99,2023-09-08,,Operativo,1
29:4F:0A:25:C4:75,2022-08-04,,Operativo,4
BE:E4:6A:7E:AA:50,2015-08-09,,Reacondicionado,2
60:B9:1F:92:24:7E,2018-08-14,,Reacondicionado,4
46:A7:89:24:39:09,2022-11-23,,Operativo,2
61:6D:AA:E9:51:79,2016-10-31,,Operativo,2
A8:FE:4F:31:97:40,2025-09-04,,Reacondicionado,5
95:26:2C:C4:79:77,2024-12-25,,Nuevo,5
A4:9F:A8:99:73:5A,2025-11-08,,Operativo,3
C8:06:E5:2D:F7:A5,2015-09-22,,Operativo,4
8D:D3:71:1C:6D:26,2020-01-28,,Dañado,4
F9:1C:66:90:01:07,2023-10-31,,Operativo,1
6B:A0:FD:C7:74:90,2022-08-03,,Operativo,3
A0:37:24:2D:B5:BC,2019-05-19,,Operativo,4
B0:9E:87:8F:65:FA,2023-01-06,,Operativo,2
C6:46:41:73:A6:01,2017-08-14,,Operativo,3
56:C0:9A:7C:4F:2B,2020-07-06,,Operativo,5
4A:04:7A:EB:21:6A,2020-03-02,,Operativo,3
E3:6F:C8:A5:56:5F,2017-09-11,,Dañado,4
73:C6:1C:87:36:07,2019-02-15,,Mantenimiento,1
3F:2E:98:F8:A3:D1,2017-03-26,,Mantenimiento,5
27:E1:E1:2D:24:96,2018-07-10,,Operativo,1
3B:AD:EB:7A:7B:44,2015-05-20,,Operativo,3
EE:76:B6:A5:2A:D4,2015-01-28,,Operativo,4
6A:20:D3:AD:5D:05,2018-06-12,,Nuevo,3
52:C6:BA:3D:56:2E,2019-09-29,,Reacondicionado,4
C8:F1:D4:3A:D7:9E,2014-11-28,,Operativo,1
3F:4A:AB:07:44:D1,2023-01-07,,Dañado,4
33:B6:59:8D:21:E2,2025-01-12,,Operativo,1
76:F7:52:61:0C:DC,2014-09-06,,Operativo,5
C8:AB:BA:EB:5B:48,2024-09-08,,Mantenimiento,5
14:38:FF:CC:0D:97,2021-05-23,,Dañado,3
71:9D:50:16:D6:55,2025-02-27,,Operativo,2
ED:A2:4E:F9:A4:44,2024-09-09,,Operativo,1
49:99:AA:47:38:8F,2014-06-17,,Operativo,1
A3:C2:E0:8A:DA:1F,2019-05-07,,Reacondicionado,5
10:D1:2A:9E:C9:A1,2025-11-24,,Mantenimiento,1
AC:A6:4C:DF:77:B0,2024-02-24,,Operativo,2
B2:D8:3F:E8:03:8D,2022-07-28,,Operativo,2
1D:6B:B6:F9:5B:BF,2020-06-21,,Operativo,3
C9:3F:A4:79:73:D4,2015-11-29,,Operativo,2
5C:81:B5:1F:0F:F0,2017-05-28,,Mantenimiento,2
7F:43:63:5F:C3:0F,2021-09-30,,Operativo,4
1E:E8:79:FE:86:FD,2026-05-10,,Mantenimiento,5
AE:6F:7C:F9:00:2A,2015-10-15,,Operativo,3
83:74:28:37:F7:47,2023-02-04,,Dañado,1
8C:BB:2C:D0:93:95,2016-06-13,,Operativo,4
21:F2:63:CE:20:EB,2021-02-03,,Operativo,2
EB:B8:7A:97:C7:F5,2023-10-29,,Dañado,3
EB:54:DB:7C:60:AE,2018-02-07,,Reacondicionado,5
2B:72:64:AE:38:34,2024-10-14,,Operativo,3
E9:27:6E:73:62:44,2022-08-07,,Operativo,1
1E:68:73:B7:C7:78,2019-06-28,,Mantenimiento,5
A5:C0:66:0C:4D:1D,2019-12-28,,Operativo,1
DB:82:2D:53:DA:65,2024-03-20,,Operativo,2
22:F4:24:AB:06:9F,2024-02-26,,Operativo,3
D1:E7:63:F1:0B:D9,2023-10-17,,Operativo,3
FB:B3:44:36:EA:04,2020-09-28,,Operativo,4
8F:05:C6:72:20:39,2022-06-02,,Operativo,1
36:06:C7:6B:F3:67,2017-01-22,,Operativo,1
E2:EE:97:A6:86:FD,2025-11-15,,Nuevo,2
AA:85:FF:30:3B:69,2026-05-08,,Operativo,4
87:C1:19:E0:BF:6E,2020-10-28,,Operativo,2
1D:6C:76:2A:58:77,2022-10-20,,Operativo,4
A0:ED:8B:74:AE:D5,2026-01-07,,Dañado,3
18:50:85:3E:DD:76,2023-08-18,,Operativo,1
08:D1:92:33:A3:EA,2017-02-23,,Operativo,2
81:19:4A:0E:9B:61,2025-08-17,,Mantenimiento,4
CA:1E:0E:C5:B5:6C,2018-10-04,,Nuevo,1
F8:F2:3E:69:1A:BA,2022-12-30,,Operativo,3
D2:F0:4F:20:B9:15,2020-07-10,,Operativo,3
EC:B8:54:0A:E6:1B,2022-10-03,,Operativo,5
22:1C:15:5C:88:2F,2014-09-24,,Operativo,4
41:DD:B7:EB:17:F6,2022-09-26,,Operativo,3
1C:CF:5A:A2:3D:A8,2020-07-22,,Operativo,4
DB:79:A7:8C:72:77,2023-02-06,,Operativo,2
DC:DB:46:A4:1D:4D,2021-03-11,,Operativo,3
A4:A4:32:E9:0E:C5,2017-04-16,,Operativo,1
DD:2F:2B:B9:47:63,2015-09-03,,Operativo,1
63:89:5B:02:51:B8,2022-12-15,,Operativo,3
D9:93:F1:1E:8E:55,2024-04-24,,Mantenimiento,2
8E:26:C8:1E:F9:39,2019-06-26,,Reacondicionado,1
D1:F0:F1:4D:7A:8B,2024-10-09,,Mantenimiento,1
16:78:B4:6D:07:A7,2021-11-10,,Reacondicionado,1
2A:91:7F:5E:5B:AE,2021-08-05,,Dañado,1
A4:E8:B5:DB:6D:B3,2019-10-02,,Operativo,1
84:DA:07:47:4A:EF,2021-07-02,,Operativo,1
D6:D5:81:86:03:C7,2021-01-01,,Operativo,5
88:D6:4D:12:1E:34,2025-10-30,,Mantenimiento,3
AE:BA:BE:D4:B0:81,2017-09-09,,Operativo,1
55:50:7D:59:29:E5,2019-11-22,,Operativo,4
A3:23:4D:C5:87:7C,2024-12-10,,Reacondicionado,3
4C:E3:19:D0:11:D4,2023-03-03,,Operativo,4
4D:1A:DD:08:08:43,2025-04-09,,Operativo,5
69:45:76:79:66:81,2016-08-18,,Operativo,4
82:04:64:A1:A4:91,2026-03-26,,Operativo,1
92:8C:A9:6B:BE:C9,2014-10-11,,Nuevo,5
64:32:D9:F9:51:CD,2023-04-28,,Mantenimiento,4
FC:9E:12:6E:45:A5,2016-12-19,,Operativo,1
FF:68:8D:FD:38:2A,2014-11-06,,Operativo,4
99:B9:B4:F8:0F:1E,2022-05-27,,Operativo,1
AE:B5:D0:8C:C4:38,2016-06-06,,Operativo,2
04:72:AF:3F:2A:43,2019-08-16,,Reacondicionado,1
3D:9C:E6:7F:6D:A6,2025-02-21,,Operativo,3
C2:D1:F8:5C:1E:6D,2018-10-15,,Mantenimiento,4
F9:FE:9E:FE:B6:9C,2023-11-05,,Operativo,3
C8:60:63:10:B9:ED,2020-10-10,,Reacondicionado,5
F7:2C:C2:87:DA:02,2022-05-31,,Operativo,2
12:A8:C5:18:7B:69,2025-07-18,,Reacondicionado,5
27:C9:91:44:B6:D2,2025-12-05,,Operativo,1
96:3C:8A:CC:EC:0C,2021-04-05,,Mantenimiento,2
2E:A2:D6:5F:32:B4,2024-10-23,,Operativo,4
96:D6:EA:EA:AB:99,2018-04-14,,Operativo,5
49:CC:5C:5C:8F:B1,2016-06-22,,Operativo,2
56:0F:EC:8E:C8:8C,2017-11-12,,Dañado,2
84:79:28:3E:2E:19,2020-10-26,,Operativo,5
08:9D:A3:EC:70:AF,2022-07-31,,Operativo,1
A6:0E:CD:41:F5:99,2024-12-17,,Operativo,2
C2:35:D7:78:50:52,2023-01-11,,Operativo,4
7E:FB:20:EB:ED:A5,2024-07-28,,Operativo,3
8C:7C:4B:AD:63:D2,2024-01-17,,Reacondicionado,4
1B:19:8F:B8:14:33,2015-01-02,,Operativo,5
D3:89:28:AD:37:50,2025-02-26,,Reacondicionado,1
62:2B:F0:C1:E4:8D,2016-04-14,,Operativo,5
6C:B5:72:99:57:C1,2019-05-19,,Operativo,1
4E:0D:47:E4:6F:2A,2024-04-25,,Operativo,3
34:60:B6:AE:5A:42,2020-12-17,,Operativo,5
6A:BF:7E:9D:C5:15,2023-09-21,,Operativo,2
28:1D:67:C3:08:83,2023-04-21,,Mantenimiento,2
AA:DC:49:2F:3F:89,2019-03-13,,Operativo,2
83:8E:DE:38:77:45,2021-03-04,,Nuevo,3
E1:9C:7F:99:34:02,2018-11-04,,Mantenimiento,3
5D:0D:C6:7E:E8:E3,2021-10-10,,Operativo,1
DB:6D:57:61:94:9A,2024-09-16,,Mantenimiento,4
27:32:DF:01:81:8D,2020-03-06,,Operativo,2
79:2B:FE:E0:82:37,2017-05-26,,Dañado,3
A0:4B:91:04:0D:D6,2019-08-11,,Operativo,5
F4:E8:F7:F3:6D:9C,2025-12-27,,Operativo,3
F0:AA:8B:DD:CE:2D,2020-08-23,,Operativo,1
F7:EA:B8:78:19:5A,2020-06-20,,Dañado,2
1F:01:7D:02:D9:AB,2020-04-05,,Operativo,2
E5:12:49:D3:36:0A,2022-10-23,,Operativo,2
29:69:0D:62:31:2F,2022-10-11,,Nuevo,4
14:84:B1:52:B5:0C,2016-11-28,,Operativo,1
59:2E:92:EC:D6:32,2024-09-25,,Operativo,4
35:84:5B:DD:67:68,2023-11-09,,Mantenimiento,5
EA:CD:4C:A4:3D:45,2025-10-14,,Operativo,4
34:08:CF:FC:9E:2C,2020-11-22,,Mantenimiento,1
6C:D7:37:6B:D0:DF,2016-01-26,,Operativo,2
D9:7B:7D:95:99:57,2019-09-06,,Operativo,5
6F:30:E1:96:7D:94,2015-12-24,,Operativo,3
96:13:AC:EB:04:FB,2020-05-29,,Operativo,1
FB:94:47:80:3A:8E,2020-09-06,,Operativo,2
FF:AB:8E:2A:47:BD,2021-01-23,,Operativo,3
3C:7B:07:AC:54:B6,2022-02-24,,Operativo,4
57:2A:B9:4F:7E:B6,2019-06-06,,Mantenimiento,4
CE:16:B2:0F:2A:77,2022-08-15,,Operativo,3
25:06:B3:48:52:48,2024-06-22,,Operativo,4
AA:2C:64:DA:F9:91,2023-03-23,,Mantenimiento,4
BF:A5:DF:90:E1:31,2022-05-11,,Reacondicionado,5
3C:29:41:80:BE:E8,2020-01-09,,Operativo,5
AE:E3:8E:F9:D3:93,2015-11-13,,Operativo,3
3D:D2:48:97:52:05,2023-09-15,,Operativo,2
F0:06:00:C9:23:D3,2024-12-08,,Operativo,5
E2:FF:D7:4D:98:D8,2023-11-22,,Operativo,3
C8:A7:C5:C2:A7:2B,2023-01-25,,Operativo,4
9C:47:81:97:70:6A,2022-06-03,,Operativo,4
E3:A3:4A:2C:A2:90,2018-04-19,,Operativo,2
F6:3E:B7:B8:24:30,2018-07-16,,Mantenimiento,2
99:B9:D6:4F:B8:25,2016-12-31,,Reacondicionado,1
BF:B4:D3:AF:E0:50,2016-07-12,,Operativo,5
20:4A:58:AF:A7:DA,2014-06-13,,Operativo,2
20:36:BA:F3:AC:EA,2022-12-05,,Nuevo,2
D4:20:47:2A:41:A9,2014-10-14,,Operativo,2
5A:5B:7D:6F:67:A4,2020-11-22,,Operativo,3
48:B6:97:B3:8E:A7,2019-10-12,,Operativo,5
52:25:D4:EF:65:4B,2026-02-25,,Operativo,1
BB:2E:3C:09:40:4E,2022-02-06,,Operativo,2
F0:D1:62:ED:40:6C,2023-02-20,,Operativo,1
80:14:E3:6A:A5:12,2018-01-26,,Operativo,2
2C:34:BE:38:DF:19,2015-11-01,,Nuevo,4
A1:23:41:9F:18:17,2018-11-20,,Operativo,1
DC:68:38:3D:D1:11,2020-01-05,,Operativo,4
B1:9F:01:CD:94:B3,2014-07-22,,Reacondicionado,5
69:43:70:AF:98:50,2017-04-08,,Operativo,2
25:43:88:D3:7F:33,2014-06-23,,Mantenimiento,1
35:4A:ED:82:4A:F7,2023-09-18,,Reacondicionado,4
AE:EF:E2:6E:31:FA,2015-01-11,,Operativo,4
45:E7:51:9C:4E:2D,2024-03-22,,Operativo,5
49:E8:85:14:C2:F4,2024-06-19,,Operativo,4
EE:01:FD:49:69:CD,2018-08-29,,Operativo,3
53:61:4F:D0:4A:2D,2023-09-02,,Operativo,4
44:1A:BB:DD:E2:60,2019-12-24,,Operativo,1
DA:36:8D:89:EA:67,2017-10-06,,Operativo,1
C9:20:D3:23:CA:9F,2017-02-11,,Operativo,1
F4:99:71:4B:D0:A6,2022-11-19,,Operativo,5
27:D0:2F:07:7E:A0,2020-11-22,,Mantenimiento,2
75:DF:A7:6E:C3:A7,2020-09-16,,Operativo,1
40:78:3B:AC:85:9D,2022-02-19,,Mantenimiento,2
21:46:93:67:06:65,2023-09-08,,Operativo,5
02:F4:20:EE:78:9C,2019-07-05,,Operativo,5
23:8C:C2:BB:AE:A1,2019-07-25,,Operativo,1
46:AF:CA:97:6F:F0,2015-12-20,,Operativo,5
3E:2E:7A:00:DF:99,2022-06-17,,Operativo,5
EA:E8:06:0E:35:DE,2024-06-01,,Operativo,2
81:BA:58:75:28:04,2014-08-22,,Operativo,1
94:8E:A5:61:9B:A7,2017-04-15,,Operativo,1
45:74:C7:DC:7C:8B,2015-10-12,,Operativo,3
6F:10:CA:FB:7D:F0,2021-09-29,,Operativo,2
D8:D7:3D:99:F5:E9,2016-09-25,,Operativo,5
3E:A3:B3:BF:E7:70,2016-06-28,,Operativo,2
5E:4B:D0:E6:F6:32,2018-05-04,,Operativo,5
CD:EA:6F:5E:96:8B,2016-10-04,,Operativo,4
14:08:0E:37:4C:6D,2017-06-30,,Operativo,2
8C:CE:3A:05:B4:F7,2015-04-16,,Operativo,3
82:53:31:CE:80:42,2025-05-05,,Operativo,4
30:5D:BF:F1:88:CA,2015-03-29,,Operativo,5
5D:D2:35:EB:64:A0,2022-11-08,,Reacondicionado,1
43:F1:18:1B:2F:2A,2024-09-19,,Operativo,5
21:04:0B:7C:CF:0A,2022-10-16,,Reacondicionado,2
40:39:D7:F2:C3:B0,2014-06-30,,Reacondicionado,1
F6:9C:11:9E:C0:E7,2015-02-25,,Operativo,1
1F:47:88:4D:AF:46,2021-07-27,,Dañado,3
58:B5:C8:87:89:84,2024-01-14,,Mantenimiento,2
C4:DC:3D:E0:68:DE,2024-03-11,,Dañado,2
B4:82:2C:21:12:3A,2022-08-28,,Operativo,3
5E:4E:2F:32:28:D1,2025-04-11,,Operativo,3
7F:0C:30:78:50:8B,2014-10-07,,Dañado,2
C9:31:D0:F3:9E:73,2026-03-17,,Operativo,4
02:1B:39:A9:87:D8,2015-04-27,,Operativo,2
AE:8A:2C:DF:14:E3,2022-03-02,,Operativo,4
C8:A0:59:5B:F3:F9,2022-11-09,,Operativo,3
A0:EF:6B:56:B3:72,2018-07-13,,Mantenimiento,4
34:AD:95:52:1B:B4,2020-03-18,,Operativo,5
27:3A:65:0B:3C:FD,2023-12-05,,Operativo,3
72:50:6C:C7:5D:B5,2022-12-30,,Operativo,3
32:9F:13:EC:2F:B9,2016-12-20,,Operativo,4
CA:8E:A9:87:8C:CB,2020-10-21,,Operativo,3
57:61:84:57:FA:01,2015-10-17,,Mantenimiento,2
52:A9:F6:C6:72:84,2018-06-28,,Operativo,4
DE:D7:B8:63:B4:14,2017-07-30,,Operativo,5
F2:67:53:1C:6F:E1,2014-05-27,,Reacondicionado,3
F1:3A:79:2D:18:19,2018-04-18,,Operativo,2
CE:12:28:B3:F2:A2,2016-06-18,,Operativo,4
CC:30:4C:6D:94:49,2026-01-31,,Operativo,1
8D:81:FC:55:18:E8,2020-10-07,,Operativo,2
37:23:85:09:1B:A2,2015-05-21,,Operativo,3
9F:C0:DE:D6:9A:E2,2017-09-14,,Operativo,2
31:00:54:0C:41:8B,2024-06-19,,Operativo,1
1F:B5:8F:F7:67:19,2015-01-08,,Dañado,4
F5:8A:09:D9:E5:45,2014-12-10,,Operativo,1
2C:4F:73:7E:62:6E,2023-08-01,,Operativo,5
D3:04:2E:91:12:F2,2018-03-19,,Operativo,1
06:D9:BA:DA:6E:A7,2017-06-10,,Operativo,4
DA:E9:77:67:42:3A,2014-09-04,,Operativo,1
56:82:63:3F:47:0B,2019-03-05,,Reacondicionado,4
53:87:66:92:CE:72,2017-03-18,,Operativo,1
87:65:BC:61:8D:6A,2019-04-17,,Operativo,2
13:FD:1C:39:A0:5C,2026-02-14,,Operativo,3
C5:F3:9F:EE:40:0A,2021-06-01,,Dañado,4
F0:7A:7F:C9:45:86,2019-09-04,,Operativo,2
E6:03:91:B9:EA:49,2015-04-10,,Operativo,3
44:A1:B9:0A:92:CF,2015-08-28,,Operativo,1
67:13:9B:41:C6:94,2020-01-16,,Operativo,1
CF:9F:D3:01:9A:FB,2023-01-29,,Operativo,1
7B:22:CD:A9:FC:E3,2022-03-13,,Nuevo,2
39:2A:AC:C3:F7:E5,2022-05-05,,Nuevo,1
DE:75:B9:86:5B:7C,2022-09-29,,Dañado,1
4E:78:D3:D6:67:C8,2024-01-29,,Reacondicionado,3
F6:58:32:27:42:20,2024-03-23,,Operativo,3
BB:18:DE:5B:A6:37,2015-10-30,,Operativo,4
DF:FB:08:E0:8B:A8,2020-04-04,,Operativo,5
87:21:5B:A6:0D:3C,2024-11-11,,Dañado,3
74:C1:8C:E5:17:29,2022-04-15,,Operativo,4
B9:19:24:6D:AF:A6,2019-10-10,,Operativo,5
0A:60:25:C4:09:5F,2025-10-06,,Operativo,3
3E:98:48:3C:B0:CA,2021-02-07,,Reacondicionado,3
